segment,location,pressure,flow,acoustic,time
Kohima → Imphal,"(24.817, 93.9368)",47.57769325710149,121.57229934840375,29.654866165485267,1739875388.251002
Guwahati → Dimapur,"(26.1445, 91.7362)",47.313499169223505,93.52139464036883,29.50619104145094,1739875443.189358
Guwahati → Dimapur,"(26.08495, 92.23405)",57.16508757791601,94.19696845974416,29.17630143869848,1739875443.1893609
Guwahati → Dimapur,"(26.0254, 92.7319)",46.926040831892784,98.45946117117752,31.917537073018188,1739875443.189363
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",49.11952475333112,96.7932595921864,26.90787071236427,1739875443.189366
Guwahati → Dimapur,"(25.9063, 93.7276)",49.09552085792915,94.74484024341031,31.440997466480727,1739875443.189368
Dimapur → Kohima,"(25.9063, 93.7276)",46.35365592310565,103.81880045285934,30.035490470417123,1739875443.189395
Dimapur → Kohima,"(25.8484, 93.82284999999999)",49.53383925977381,104.24255749086129,27.51633761571924,1739875443.189398
Dimapur → Kohima,"(25.7905, 93.9181)",46.84500761079652,110.98629640180208,31.98839083729767,1739875443.1894
Dimapur → Kohima,"(25.7326, 94.01335)",48.56477906601703,107.47077063139956,29.72793782701241,1739875443.1894028
Dimapur → Kohima,"(25.6747, 94.1086)",44.32031649320902,91.1065880035185,28.74063141142173,1739875443.189405
Kohima → Imphal,"(25.6747, 94.1086)",53.50381621977439,114.05598393162806,32.17560058787914,1739875443.189501
Kohima → Imphal,"(25.460275000000003, 94.06565)",58.7027178178011,115.10798113115126,23.49091807343983,1739875443.189503
Kohima → Imphal,"(25.24585, 94.0227)",63.22289489751384,93.0213344772434,29.242969842695455,1739875443.189505
Kohima → Imphal,"(25.031425, 93.97975)",49.45618972004289,97.27297803450905,28.47841707312091,1739875443.189507
Kohima → Imphal,"(24.817, 93.9368)",46.43883249760489,97.14982894146397,25.460203254100026,1739875443.1895099
Guwahati → Dimapur,"(26.1445, 91.7362)",54.20640553173116,110.23201032624891,29.619441726886787,1739875473.1919591
Guwahati → Dimapur,"(26.08495, 92.23405)",50.69063289660405,107.63511181169568,32.9215816225287,1739875473.191962
Guwahati → Dimapur,"(26.0254, 92.7319)",53.603776892651524,105.81155793977497,26.761275602998094,1739875473.1919649
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",54.06190999104303,93.94953699889703,31.984276922795186,1739875473.191967
Guwahati → Dimapur,"(25.9063, 93.7276)",43.357909217544574,102.13812353391893,30.243529194323898,1739875473.19197
Dimapur → Kohima,"(25.9063, 93.7276)",40.40977072235217,107.13405784956099,30.84960288008577,1739875473.191998
Dimapur → Kohima,"(25.8484, 93.82284999999999)",42.56989727392499,97.92777551499915,22.675360336688595,1739875473.192
Dimapur → Kohima,"(25.7905, 93.9181)",51.589225703414506,99.65464137935372,32.076205983664615,1739875473.192003
Dimapur → Kohima,"(25.7326, 94.01335)",52.24798998059659,97.01498305043421,28.790134090690174,1739875473.1920052
Dimapur → Kohima,"(25.6747, 94.1086)",48.10855096656307,99.57869364306764,30.444921797406014,1739875473.1920068
Kohima → Imphal,"(25.6747, 94.1086)",42.65488799273095,104.82124536034897,30.44720087757279,1739875473.192033
Kohima → Imphal,"(25.460275000000003, 94.06565)",39.8319258744338,101.11810054232777,28.797051322101705,1739875473.192035
Kohima → Imphal,"(25.24585, 94.0227)",43.48386440616726,92.89390777204768,33.46299503933355,1739875473.192037
Kohima → Imphal,"(25.031425, 93.97975)",50.21259155673427,98.20068008232758,30.4313619031491,1739875473.192039
Kohima → Imphal,"(24.817, 93.9368)",55.23852508388964,95.95795117537493,32.931453105661284,1739875473.1920419
Guwahati → Dimapur,"(26.1445, 91.7362)",50.74148970364198,96.95801277995025,25.922525379734743,1739875844.5388339
Guwahati → Dimapur,"(26.08495, 92.23405)",44.10862013672862,100.01939389001096,30.36128397376306,1739875844.53884
Guwahati → Dimapur,"(26.0254, 92.7319)",56.21448250067998,105.56700773091984,33.90459137392954,1739875844.538843
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",49.154039973019295,105.9416727208809,31.53081264909178,1739875844.538846
Guwahati → Dimapur,"(25.9063, 93.7276)",53.16078249038316,102.63158143675192,28.230094905548565,1739875844.538849
Dimapur → Kohima,"(25.9063, 93.7276)",52.03199672111281,92.2480907997207,27.44272714216235,1739875844.538927
Dimapur → Kohima,"(25.8484, 93.82284999999999)",47.271617516195086,96.63929790098676,28.28185614858304,1739875844.53893
Dimapur → Kohima,"(25.7905, 93.9181)",53.163349729510955,101.12161472276539,28.298388920383548,1739875844.538932
Dimapur → Kohima,"(25.7326, 94.01335)",44.84324581807368,95.35782270143449,31.268401534617816,1739875844.538935
Dimapur → Kohima,"(25.6747, 94.1086)",54.251256199255764,108.35415212539647,30.326240304844177,1739875844.538938
Kohima → Imphal,"(25.6747, 94.1086)",30.57716588253748,84.89067014526321,27.77274108108628,1739875844.539126
Kohima → Imphal,"(25.460275000000003, 94.06565)",53.33933164188382,107.30496086097273,34.58096306686454,1739875844.5391319
Kohima → Imphal,"(25.24585, 94.0227)",46.63326642705339,95.46966486449317,23.608852604132412,1739875844.539136
Kohima → Imphal,"(25.031425, 93.97975)",35.66588577076607,109.23043384114621,37.3498016086381,1739875844.53914
Kohima → Imphal,"(24.817, 93.9368)",39.25855087174632,102.56342049560553,31.77409719796716,1739875844.539144
Guwahati → Dimapur,"(26.1445, 91.7362)",47.96401092243568,123.66058774628112,30.373778489684433,1739875896.19231
Guwahati → Dimapur,"(26.08495, 92.23405)",45.42559183322132,98.29295536571594,35.000655613033906,1739875896.1923132
Guwahati → Dimapur,"(26.0254, 92.7319)",50.47480509702848,90.70495613221107,29.920679578808198,1739875896.1923158
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",40.73471842765092,87.38583681923026,34.002557077678,1739875896.192319
Guwahati → Dimapur,"(25.9063, 93.7276)",47.74340376771299,98.84450333042757,32.211850571997424,1739875896.192321
Dimapur → Kohima,"(25.9063, 93.7276)",57.895395233052746,104.08644129695577,32.19293489912099,1739875896.192401
Dimapur → Kohima,"(25.8484, 93.82284999999999)",56.00922500669058,101.62077929013802,34.00087236254941,1739875896.192404
Dimapur → Kohima,"(25.7905, 93.9181)",53.04278543732863,102.2439008549245,30.42764264049714,1739875896.192406
Dimapur → Kohima,"(25.7326, 94.01335)",47.14048667760367,113.60981978330636,29.74013393402019,1739875896.192408
Dimapur → Kohima,"(25.6747, 94.1086)",51.765927938088545,102.09308087360927,30.833268636284632,1739875896.192411
Kohima → Imphal,"(25.6747, 94.1086)",47.093102616787334,103.00720873061668,31.373489172576143,1739875896.1924632
Kohima → Imphal,"(25.460275000000003, 94.06565)",50.302276756057935,101.55952904951526,30.943007568788346,1739875896.1924648
Kohima → Imphal,"(25.24585, 94.0227)",51.72084801696555,104.66513187972616,29.528132673485533,1739875896.192468
Kohima → Imphal,"(25.031425, 93.97975)",55.55474649146356,112.48697652294753,34.98339291035117,1739875896.19247
Kohima → Imphal,"(24.817, 93.9368)",41.03107793119779,71.65323178124358,30.88374604265676,1739875896.192472
Guwahati → Dimapur,"(26.1445, 91.7362)",51.03052590977937,81.21050839042763,25.34298291789868,1739875956.188502
Guwahati → Dimapur,"(26.08495, 92.23405)",47.817691528389204,93.80313580196977,27.325832493890672,1739875956.1885052
Guwahati → Dimapur,"(26.0254, 92.7319)",52.79606076372579,120.57339219028545,31.880951951984603,1739875956.1885078
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",50.38581435865721,105.3065354490147,29.798381876719702,1739875956.188511
Guwahati → Dimapur,"(25.9063, 93.7276)",48.63360549384028,94.68964223060641,29.156838945451668,1739875956.188513
Dimapur → Kohima,"(25.9063, 93.7276)",42.85427291042788,103.46157374227377,31.46181132855514,1739875956.188542
Dimapur → Kohima,"(25.8484, 93.82284999999999)",62.08769860667392,99.38482511934431,30.158185574786938,1739875956.188544
Dimapur → Kohima,"(25.7905, 93.9181)",55.7170204953051,73.25116408909952,26.944934025068175,1739875956.1885471
Dimapur → Kohima,"(25.7326, 94.01335)",47.62686732098913,85.5426494579032,31.9732029053912,1739875956.188549
Dimapur → Kohima,"(25.6747, 94.1086)",47.497331647145444,95.05788835419966,32.170619448851596,1739875956.188551
Kohima → Imphal,"(25.6747, 94.1086)",44.15559785166208,102.35444380386384,28.74095524598741,1739875956.188576
Kohima → Imphal,"(25.460275000000003, 94.06565)",46.7173822719762,96.13455428202465,26.59364257780517,1739875956.1885781
Kohima → Imphal,"(25.24585, 94.0227)",58.56402960609842,115.37152586297259,28.853576203732807,1739875956.1885812
Kohima → Imphal,"(25.031425, 93.97975)",41.59202296836553,103.71130483379119,36.02193473755315,1739875956.188583
Kohima → Imphal,"(24.817, 93.9368)",51.307073039506996,88.89754317013272,29.990166596543958,1739875956.188585
Guwahati → Dimapur,"(26.1445, 91.7362)",41.75498659024912,97.52566507452995,29.03714611901878,1739876016.194392
Guwahati → Dimapur,"(26.08495, 92.23405)",51.49014206317863,94.9495120090275,29.402031786167903,1739876016.1943948
Guwahati → Dimapur,"(26.0254, 92.7319)",48.6172252809191,105.87703677192157,31.444649263386975,1739876016.194398
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",52.48883009824555,93.6212273792224,29.469878017980353,1739876016.194401
Guwahati → Dimapur,"(25.9063, 93.7276)",47.42854596499238,101.87232986551712,32.10180225995655,1739876016.1944032
Dimapur → Kohima,"(25.9063, 93.7276)",57.00001132993404,123.49333956148116,32.65707395619809,1739876016.1944351
Dimapur → Kohima,"(25.8484, 93.82284999999999)",57.355556545869874,92.58337697380125,28.58341776868599,1739876016.194437
Dimapur → Kohima,"(25.7905, 93.9181)",61.09629937322839,105.09043832954109,33.46024585179647,1739876016.19444
Dimapur → Kohima,"(25.7326, 94.01335)",54.62672496150364,116.42670386272293,26.079128428177626,1739876016.194442
Dimapur → Kohima,"(25.6747, 94.1086)",48.96153410043584,112.84577689901495,34.104532889983155,1739876016.1944451
Kohima → Imphal,"(25.6747, 94.1086)",49.57186593995869,97.10438796696823,31.860065630259943,1739876016.19447
Kohima → Imphal,"(25.460275000000003, 94.06565)",45.356840662926444,93.86748441333464,28.794496640817087,1739876016.194473
Kohima → Imphal,"(25.24585, 94.0227)",52.013096640344436,96.65987696518268,33.069498233454034,1739876016.194475
Kohima → Imphal,"(25.031425, 93.97975)",49.842017095685634,111.21500941728164,27.113802962175274,1739876016.194478
Kohima → Imphal,"(24.817, 93.9368)",55.09238333660327,106.65502253274232,30.85653716001449,1739876016.1944802
Guwahati → Dimapur,"(26.1445, 91.7362)",48.341572703531355,111.37893746592088,29.760929706597455,1739876056.228121
Guwahati → Dimapur,"(26.08495, 92.23405)",58.16717802550605,82.98869673831116,29.73223168933378,1739876056.228126
Guwahati → Dimapur,"(26.0254, 92.7319)",56.68048114420693,92.65421216718407,31.33227904782612,1739876056.22813
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",43.348815306765694,88.12788669496447,28.108784735923233,1739876056.228134
Guwahati → Dimapur,"(25.9063, 93.7276)",49.498832863693515,83.62758834223011,32.65328014850996,1739876056.228138
Dimapur → Kohima,"(25.9063, 93.7276)",49.81148397748683,96.13496454789049,33.288491891740726,1739876056.228221
Dimapur → Kohima,"(25.8484, 93.82284999999999)",55.2484402598629,97.39124369628198,37.63740222903767,1739876056.228225
Dimapur → Kohima,"(25.7905, 93.9181)",54.78969040095596,106.03826487313393,28.39070912927916,1739876056.228228
Dimapur → Kohima,"(25.7326, 94.01335)",50.76052370351114,98.3251609772262,29.06696263019861,1739876056.228231
Dimapur → Kohima,"(25.6747, 94.1086)",51.970164701476925,99.02578608173953,30.599159366663137,1739876056.2282329
Kohima → Imphal,"(25.6747, 94.1086)",49.585739090721724,80.44417442872358,27.717301357650854,1739876056.2282681
Kohima → Imphal,"(25.460275000000003, 94.06565)",47.22696399766618,110.30930216291515,31.66427606400053,1739876056.22827
Kohima → Imphal,"(25.24585, 94.0227)",46.91684052577394,91.58790103647866,29.24123354777203,1739876056.228273
Kohima → Imphal,"(25.031425, 93.97975)",51.75815961779212,115.37498850003834,26.48995537657698,1739876056.228275
Kohima → Imphal,"(24.817, 93.9368)",54.04181592048001,96.1472936059309,28.259882400521043,1739876056.228278
Guwahati → Dimapur,"(26.1445, 91.7362)",52.947294732451276,99.56084233890797,28.33693994212657,1739876116.193446
Guwahati → Dimapur,"(26.08495, 92.23405)",49.641050805928295,99.87029602313059,34.564961776116505,1739876116.19345
Guwahati → Dimapur,"(26.0254, 92.7319)",41.37396359636072,93.03081289000662,33.681326653459585,1739876116.1934521
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",38.28164188363684,103.94443654284593,26.407877269862226,1739876116.1934552
Guwahati → Dimapur,"(25.9063, 93.7276)",48.69642944420424,119.79045037495506,22.00405165207203,1739876116.193457
Dimapur → Kohima,"(25.9063, 93.7276)",53.44224354819386,107.34112556323846,28.061715236535743,1739876116.19349
Dimapur → Kohima,"(25.8484, 93.82284999999999)",46.12568742739997,75.42712090867823,23.374779963181027,1739876116.193492
Dimapur → Kohima,"(25.7905, 93.9181)",41.89418178495957,101.53623691205912,30.96005900497926,1739876116.193495
Dimapur → Kohima,"(25.7326, 94.01335)",46.22227970979008,96.82692433921703,27.576700251255815,1739876116.1934972
Dimapur → Kohima,"(25.6747, 94.1086)",58.046227379324975,84.86755777321022,30.354830052288342,1739876116.1934998
Kohima → Imphal,"(25.6747, 94.1086)",50.297871636732424,109.55713030471611,33.29722312407024,1739876116.193524
Kohima → Imphal,"(25.460275000000003, 94.06565)",54.77687309942659,99.86412547241954,33.50701239532876,1739876116.193526
Kohima → Imphal,"(25.24585, 94.0227)",54.43655026175228,100.33707097477038,33.4087147699676,1739876116.1935282
Kohima → Imphal,"(25.031425, 93.97975)",43.92823566569979,109.20265829410656,27.09746043100071,1739876116.1935308
Kohima → Imphal,"(24.817, 93.9368)",47.96248892750345,99.14262149164178,31.463430448721024,1739876116.193533
Guwahati → Dimapur,"(26.1445, 91.7362)",51.99817616952949,102.91318124599003,31.917663073915733,1739876155.8057659
Guwahati → Dimapur,"(26.08495, 92.23405)",58.03221715664165,106.38548612968688,28.09310708937818,1739876155.805794
Guwahati → Dimapur,"(26.0254, 92.7319)",45.57171014422938,102.48309005711486,21.64815106609258,1739876155.805891
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",52.30908360680598,110.37687227285883,29.150093411570445,1739876155.806016
Guwahati → Dimapur,"(25.9063, 93.7276)",45.60576853048782,88.0893253402642,30.618972003681414,1739876155.806022
Dimapur → Kohima,"(25.9063, 93.7276)",56.51557077952202,98.2305786538336,30.692132271686905,1739876155.8069592
Dimapur → Kohima,"(25.8484, 93.82284999999999)",56.61173122049492,87.88063283131847,35.09774243164564,1739876155.806964
Dimapur → Kohima,"(25.7905, 93.9181)",45.57859837602821,124.52027336095932,30.69659875716976,1739876155.806968
Dimapur → Kohima,"(25.7326, 94.01335)",50.62804889135013,95.07148667829216,28.844940307886723,1739876155.8069718
Dimapur → Kohima,"(25.6747, 94.1086)",53.21442851800846,111.62088759476356,26.54829063757378,1739876155.806976
Kohima → Imphal,"(25.6747, 94.1086)",41.54561677003421,102.74817040312091,28.003151889240492,1739876155.8076391
Kohima → Imphal,"(25.460275000000003, 94.06565)",51.14687183651532,90.72560933446493,25.860768380943476,1739876155.807671
Kohima → Imphal,"(25.24585, 94.0227)",49.7128673616391,111.91893718366383,30.210192570788898,1739876155.807698
Kohima → Imphal,"(25.031425, 93.97975)",48.71491839880132,103.02653533009939,27.644888262549188,1739876155.8077052
Kohima → Imphal,"(24.817, 93.9368)",53.30496736768137,110.55066395370359,31.967788730882518,1739876155.807737
Guwahati → Dimapur,"(26.1445, 91.7362)",53.55106953841661,94.01892639590218,28.978776350661203,1739876196.191752
Guwahati → Dimapur,"(26.08495, 92.23405)",45.6856781530272,89.43806051222184,26.015673199544146,1739876196.191756
Guwahati → Dimapur,"(26.0254, 92.7319)",52.01457894306347,109.57744351440238,33.939632902544766,1739876196.1917582
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",46.23354033050731,106.84772390196447,29.269612819073814,1739876196.1917608
Guwahati → Dimapur,"(25.9063, 93.7276)",46.8523507658263,108.4245263055894,30.899170982749496,1739876196.191763
Dimapur → Kohima,"(25.9063, 93.7276)",46.60083779383568,94.70823470731129,30.167337652560587,1739876196.191796
Dimapur → Kohima,"(25.8484, 93.82284999999999)",41.02168078840459,88.01036469338115,28.458189928134892,1739876196.191799
Dimapur → Kohima,"(25.7905, 93.9181)",53.34105698611927,87.8424197437696,28.570759611456694,1739876196.191801
Dimapur → Kohima,"(25.7326, 94.01335)",47.106172302376585,86.28120045980532,30.32867436814859,1739876196.191803
Dimapur → Kohima,"(25.6747, 94.1086)",46.14112256506293,101.58049611777969,28.871298527812268,1739876196.1918058
Kohima → Imphal,"(25.6747, 94.1086)",54.40089250793032,96.2875228670286,26.701124419577468,1739876196.191831
Kohima → Imphal,"(25.460275000000003, 94.06565)",50.2879665818013,96.76249288908514,28.977147897319657,1739876196.191833
Kohima → Imphal,"(25.24585, 94.0227)",48.615331149990965,97.56688921835138,28.458622325210424,1739876196.1918359
Kohima → Imphal,"(25.031425, 93.97975)",51.8381467367869,95.95167086573306,30.102541013480316,1739876196.191838
Kohima → Imphal,"(24.817, 93.9368)",58.01004067165083,105.80394521486666,29.841273759467594,1739876196.19184
Guwahati → Dimapur,"(26.1445, 91.7362)",49.30422178882313,93.34268503229998,27.231100241174612,1739876236.194818
Guwahati → Dimapur,"(26.08495, 92.23405)",52.003356792275696,91.91640190678119,29.734773550877957,1739876236.194823
Guwahati → Dimapur,"(26.0254, 92.7319)",56.13038170454468,105.61235059724777,28.683504808259936,1739876236.194827
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",43.521113505636094,95.33790314161052,27.759766298258192,1739876236.1948311
Guwahati → Dimapur,"(25.9063, 93.7276)",53.74397453015651,102.6302947079966,27.937654592615466,1739876236.194835
Dimapur → Kohima,"(25.9063, 93.7276)",47.933529601636636,102.75209418202844,30.029924115921286,1739876236.1948879
Dimapur → Kohima,"(25.8484, 93.82284999999999)",53.36547930113316,84.55801733705351,30.759348281236925,1739876236.194892
Dimapur → Kohima,"(25.7905, 93.9181)",52.43821256735805,84.56856846789601,28.293838358019524,1739876236.194895
Dimapur → Kohima,"(25.7326, 94.01335)",51.50075606270896,84.71647911823572,29.33500174643165,1739876236.1949
Dimapur → Kohima,"(25.6747, 94.1086)",49.09182621483897,108.68477740820457,33.2284369568188,1739876236.1949031
Kohima → Imphal,"(25.6747, 94.1086)",51.593047052603666,105.70017616075152,27.227095544739466,1739876236.1949399
Kohima → Imphal,"(25.460275000000003, 94.06565)",49.438747324735644,116.16497214999094,32.33154404176274,1739876236.194944
Kohima → Imphal,"(25.24585, 94.0227)",48.917911594260644,105.05228862557132,33.35077287634216,1739876236.1949482
Kohima → Imphal,"(25.031425, 93.97975)",53.02481299733046,93.338814514691,33.06165121450014,1739876236.1949508
Kohima → Imphal,"(24.817, 93.9368)",60.136990888604956,105.51512547200582,29.55793747914619,1739876236.194955
Guwahati → Dimapur,"(26.1445, 91.7362)",46.68829218973947,91.16324213308376,30.38017157194185,1739876296.19585
Guwahati → Dimapur,"(26.08495, 92.23405)",42.01489295254488,94.71414548672975,34.125520233009034,1739876296.1958542
Guwahati → Dimapur,"(26.0254, 92.7319)",39.48406149959182,92.53164986043484,34.70849500632566,1739876296.1958568
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",46.895111990391065,114.64453603684537,28.315760940890048,1739876296.19586
Guwahati → Dimapur,"(25.9063, 93.7276)",55.47126488657227,89.5185339931915,31.48181969319954,1739876296.195862
Dimapur → Kohima,"(25.9063, 93.7276)",43.88246175648161,116.92923229350315,27.04442772143117,1739876296.195909
Dimapur → Kohima,"(25.8484, 93.82284999999999)",52.43087799145488,101.90246946239823,27.8871059756128,1739876296.195911
Dimapur → Kohima,"(25.7905, 93.9181)",48.55490190468052,100.31569904663216,27.382234445857605,1739876296.195914
Dimapur → Kohima,"(25.7326, 94.01335)",55.68715683915353,103.06241081197123,28.96033567586852,1739876296.195916
Dimapur → Kohima,"(25.6747, 94.1086)",41.454094563971765,92.32666148584087,35.71952420101566,1739876296.195919
Kohima → Imphal,"(25.6747, 94.1086)",53.23973343599479,99.74404731979631,29.05075608475611,1739876296.195949
Kohima → Imphal,"(25.460275000000003, 94.06565)",54.22736902013894,89.06527284788157,32.22251750557189,1739876296.195951
Kohima → Imphal,"(25.24585, 94.0227)",45.15830397743976,97.5176929400792,26.5237567583722,1739876296.1959538
Kohima → Imphal,"(25.031425, 93.97975)",54.58237524609048,117.87076721995611,33.010341624030474,1739876296.195956
Kohima → Imphal,"(24.817, 93.9368)",53.643877319548885,102.71014072677521,27.54912912701273,1739876296.195958
Guwahati → Dimapur,"(26.1445, 91.7362)",51.4049179469845,108.81360950915959,33.879609484619394,1739876356.200489
Guwahati → Dimapur,"(26.08495, 92.23405)",54.18587508300851,94.39874994397331,29.713115581204065,1739876356.200493
Guwahati → Dimapur,"(26.0254, 92.7319)",50.06461440217767,113.4102537857851,28.446838400933824,1739876356.2004962
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",51.71268373758175,115.4542003544077,27.083685189848566,1739876356.2004979
Guwahati → Dimapur,"(25.9063, 93.7276)",49.81410531761393,103.42722038006244,29.767636173153782,1739876356.200501
Dimapur → Kohima,"(25.9063, 93.7276)",52.43274361261318,89.39577033957715,32.708286333862546,1739876356.2005959
Dimapur → Kohima,"(25.8484, 93.82284999999999)",52.646272707366606,90.83132618482867,31.887968055032257,1739876356.200599
Dimapur → Kohima,"(25.7905, 93.9181)",44.928935342232414,102.05974396006117,32.73035290014251,1739876356.200601
Dimapur → Kohima,"(25.7326, 94.01335)",65.75959410260265,111.57152817676254,27.28679844606014,1739876356.200604
Dimapur → Kohima,"(25.6747, 94.1086)",49.62495474436867,94.69260879578846,34.29007856974232,1739876356.2006059
Kohima → Imphal,"(25.6747, 94.1086)",44.11530182284318,111.47731263269333,26.6178358761377,1739876356.2006369
Kohima → Imphal,"(25.460275000000003, 94.06565)",53.950602497074215,104.39652998747778,31.127658752921725,1739876356.20064
Kohima → Imphal,"(25.24585, 94.0227)",45.54120198327985,107.25793573304443,31.84706382140032,1739876356.200673
Kohima → Imphal,"(25.031425, 93.97975)",52.07010102941419,101.0173628005408,32.00411779444814,1739876356.200675
Kohima → Imphal,"(24.817, 93.9368)",44.13373740288646,88.13132614453556,28.070144218914166,1739876356.2006779
Guwahati → Dimapur,"(26.1445, 91.7362)",43.02053275599026,114.46040333059139,32.88040542984358,1739876425.913465
Guwahati → Dimapur,"(26.08495, 92.23405)",59.29796522675027,103.9256964731427,30.578770032960648,1739876425.913468
Guwahati → Dimapur,"(26.0254, 92.7319)",53.449046369463375,97.28055945130077,31.032723717290168,1739876425.913471
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",58.02135934474392,88.2375083459435,31.73729399010901,1739876425.9134731
Guwahati → Dimapur,"(25.9063, 93.7276)",58.90689946006322,102.48931145908503,34.82111237897115,1739876425.913476
Dimapur → Kohima,"(25.9063, 93.7276)",43.657401518911655,99.10582723071116,27.914631143596537,1739876425.913522
Dimapur → Kohima,"(25.8484, 93.82284999999999)",51.77255058464739,82.57987108178152,28.228131086046474,1739876425.913524
Dimapur → Kohima,"(25.7905, 93.9181)",59.31173133220082,105.23507117846682,26.666816446883256,1739876425.913526
Dimapur → Kohima,"(25.7326, 94.01335)",60.8671351980326,90.44054792373034,29.27162976513751,1739876425.9135292
Dimapur → Kohima,"(25.6747, 94.1086)",37.57427177666209,100.71704250778524,33.596802267480356,1739876425.9135308
Kohima → Imphal,"(25.6747, 94.1086)",49.41436931193735,99.0421066271793,27.592895816791142,1739876425.9137301
Kohima → Imphal,"(25.460275000000003, 94.06565)",49.84566168062212,112.70695526340023,31.064130977596392,1739876425.913733
Kohima → Imphal,"(25.24585, 94.0227)",47.24930356508912,91.4035432454821,27.518496158849118,1739876425.913735
Kohima → Imphal,"(25.031425, 93.97975)",56.86645697935718,85.89770705591432,28.355064280960377,1739876425.913737
Kohima → Imphal,"(24.817, 93.9368)",54.72359739099319,82.43098579537624,30.01675933497295,1739876425.91374
Guwahati → Dimapur,"(26.1445, 91.7362)",49.476401382814835,103.01234858448908,30.785386502714918,1739876453.189305
